20;fr;Quel roi est sorti vainqueur à la bataille des Thermopyles ?;Xerxès;Darius;Artaxerxès;Cyrus;Confirmé;La bataille des Thermopyles est l'un des plus célèbres faits d'armes de l'histoire antique.;https://fr.wikipedia.org/wiki/Bataille_des_Thermopyles
21;fr;Sur quelle plage les troupes britanniques débarquèrent en 1944 pour libérer Bayeux ?;Gold Beach;Omaha-Beach;Utah Beach;Arromanches;Expert;Environ 25 000 hommes ont débarqué à Gold Beach le jour J où l'on dénombra 413 pertes au total.;https://fr.wikipedia.org/wiki/Gold_Beach
22;fr;Dans quel pays a eu lieu la bataille des Arapiles, livrée le 22 juillet 1812 ?;En Espagne;En Italie;En Grèce;En Turquie;Expert;On a dit que Wellington y avait défait une armée de 40 000 hommes en 40 minutes.;https://fr.wikipedia.org/wiki/Bataille_des_Arapiles
23;fr;En quelle année se déroula la bataille de Pavie, moment décisif de la sixième guerre d'Italie ?;1525;1415;1635;1775;Expert;La bataille de Pavie marque la défaite des rois de France dans leur domination du nord de l'Italie.;https://fr.wikipedia.org/wiki/Bataille_de_Pavie_(1525)
24;fr;En quelle année débuta la guerre de Cent Ans, entrecoupée de trêves plus ou moins longues ?;1337;1327;1317;1347;Expert;La guerre de Cent Ans marque l'apparition de l'artillerie et le déclin de la chevalerie.;https://fr.wikipedia.org/wiki/Guerre_de_Cent_Ans
25;fr;Quel roman écrit par Émile Zola relate la guerre Franco-Allemande de 1870 ?;« La débâcle »;« La bête humaine »;« Le ventre de Paris »;« Le naturalisme »;Expert;« La Débâcle » est le dix-neuvième volume de la série « les Rougon-Macquart ».;https://fr.wikipedia.org/wiki/La_Débâcle
26;fr;Quelle déesse personnifie la Guerre sanglante et furieuse chez les Romains ?;Bellone;Hécate;Cérès;Artémis;Expert;Bellone est considérée tantôt comme l'épouse, tantôt comme la soeur de Mars.;https://fr.wikipedia.org/wiki/Bellone
27;fr;Qui a dit : « Il est plus facile de faire la guerre que la paix » ?;Clemenceau;De Gaulle;Churchill;Pompidou;Expert;Pour mémoire, on a dit de lui qu'il avait gagné la guerre mais perdu la paix.;https://fr.wikipedia.org/wiki/Georges_Clemenceau
28;fr;Quel militaire français fut surnommé « Père des chars » ?;Colonel Estienne;Général Gallieni ;Général Mangin;Général De Castelnau;Expert;Jean-Baptiste Eugène Estienne est l'homme qui créa une arme blindée en France.;https://fr.wikipedia.org/wiki/Jean-Baptiste_Eugène_Estienne
29;fr;Lequel de ces hommes fut emprisonné à la sinistre Tour de Londres ?;Rudolf Hess;Oscar Wilde;Le mahatma Gandhi;Le maréchal Pétain;Expert;La construction de la Tour de Londres commença vers la fin de l'année 1066 dans le cadre de la conquête normande de l'Angleterre.;https://fr.wikipedia.org/wiki/Tour_de_Londres
30;fr;Quel général auvergnat, qui s'est illustré sous les ordres de Bonaparte, est mort à Marengo ?;Desaix;Kléber;Hoche;Junot;Expert;Malgré la mort de Desaix, la victoire permit à Bonaparte de monter une vaste opération de propagande.;https://fr.wikipedia.org/wiki/Bataille_de_Marengo
